user_id,item,rating
U042,"Chinese Food ""Pak Sar""(Pawirokusuman)",4.6
U042,RM Amis Amis Magelang,4.2
U042,Lokal Folk Cafe Magelang,4.5
U042,"Tahu Kupat ""PELOPOR""",4.7
U042,Kuliner magelang,2.9
U042,Kupat Tahu Dompleng Bu supardi blabak,4.7
U042,Pusat Kuliner Armada Estate,4.5
U042,Kupat Tahu Pak Larto,4.3
U042,Menoreh Restaurant,4.6
U042,Truntum Gasblock Borobudur,4.9
U042,Kuliner diponegoro magelang,5.0
U042,Kuliner Lembah Tidar,4.5
U042,Tahu Pojok Magelang 1,4.3
U042,WM Sehati Spesial Mangut Beong dan Homestay,4.3
U042,Bakmi Jendralan,4.5
U043,Nasi Lesah & Nasi Sayur Pak Badut,4.5
U043,Pasar Rejowinangun Kota Magelang,4.6
U043,Kedai Mbah Hogen,4.6
U043,Ramenhead Magelang,4.3
U043,Lombok Idjo Magelang,5.0
U043,Restaurant La Table by Le Temple Borobudur,4.9
U043,Kedai Bukit Rhema,5.0
U043,Wedang Kacang Kebon,4.5
U043,Kupat Tahu Pak Larto,4.9
U043,Pondok Bakaran,4.7
U044,RM Es Eny,4.2
U044,ANEKA JENANG,4.6
U044,Pasar Kebon Watu Gede,4.2
U044,BS Resto,4.1
U044,Cafetaria Cemara Dua,4.4
U044,Patio Colonial,4.7
U044,"Warung Makan Senerek ""Bu Atmo""",4.6
U044,Lombok Idjo Magelang,4.8
U044,Kuliner Tuin Van Java,4.2
U044,PKL Mertoyudan,4.4
U044,Emado's Shawarma Magelang,4.4
U044,Pasar Rejowinangun Kota Magelang,4.7
U044,Koki Joni Magelang,4.8
U044,Kuliner sejuta bunga,3.9
U044,Warung Makan Mbok Ganjar,4.6
U044,"Kuliner Legend ""Es Murni Magelang""",4.3
U044,Waroeng Kemboelan,5.0
U044,Nasi Lesah & Nasi Sayur Pak Badut,4.7
U045,Kuliner Rindam,4.5
U045,Sop Senerek Pak Parto,4.4
U045,Menoreh Restaurant,4.6
U045,Special Seblak Prasmanan Jajan Yuk Magelang,4.6
U045,Bakmi Pangsit Tjek Siang,4.5
U045,Geblek Gathuk Magelang,5.0
U045,RM Ayam Kosek Panjiwo (PUSAT),4.5
U045,Sate Ayam Sidomoro,4.2
U045,Kampung Ulam Ngrajek,4.6
U045,Warung Makan Mbok Ganjar,4.7
U045,Sop Buntut Haji Wongso Magelang,4.2
U045,Stupa Restaurant,4.7
U045,Wedang Kacang Kebon,4.7
U045,Lombok Idjo Magelang,4.6
U045,Kuliner Lembah Tidar,4.3
U045,Kuliner Rest Area Banjarnegoro,4.0
U046,Makanan Beku,4.7
U046,Bakso Enak Kutoarjo,4.7
U046,Makanan Khas Magelang,3.6
U046,Kuliner magelang,2.8
U046,RM Amis Amis Magelang,4.5
U046,Pusat Kuliner Armada Estate,4.6
U046,Warung Senerek Sabar Menanti,4.5
U046,"Bakso dan Nasi Goreng Pak Eko , Kuliner TVJ alun alun",4.7
U046,Kuliner Sunan Kalijaga Rw.4,4.7
U046,RM Es Eny,4.3
U046,Bakmi Jendralan,4.2
U046,Lokal Folk Cafe Magelang,4.5
U046,Kuliner Rindam,4.5
U046,Kuliner Serayu,4.8
U046,Rumah Makan Kanjeng Mami,4.9
U047,Warung Makan Purnama,4.3
U047,"NAOKI CHICKEN AND PLAYGROUND BANDONGAN, MAGELANG",5.0
U047,Rumah Makan Tip Top,4.4
U047,PKL Mertoyudan,4.3
U047,Sop Senerek Pak Parto,4.2
U047,YANGKOMOCHI MAGELANG,4.6
U047,Kuliner Cak Win,3.9
U047,Rame Rame Cafeatery Magelang,4.9
U047,Lokal Folk Cafe Magelang,4.6
U047,Cafetaria Cemara Dua,4.6
U048,Truntum Gasblock Borobudur,4.4
U048,Rumah Makan Magelang,4.1
U048,Kuliner Jenggolo,4.8
U048,Nasi Goreng Pak Dodok,4.2
U048,"Warung Makan Senerek ""Bu Atmo""",4.6
U048,Sop Buntut Haji Wongso Magelang,4.4
U048,Kuliner Serayu,4.4
U048,Cafetaria Cemara Dua,4.4
U048,Kupat Tahu Pak Larto,4.5
U048,WM Sehati Spesial Mangut Beong dan Homestay,4.5
U048,Sego N'Deso,4.1
U048,Nasi Godog & Bakmi Pak Naryo Rindam Magelang,4.4
U048,Es Coklat Impian Magelang,4.1
U048,Pondok Bakaran,4.7
U048,Rumah Makan Tip Top,4.6
U048,"Gado-Gado Jelita (Kuliner Kauman , Kota Magelang Tengah)",4.0
U048,Kupat tahu Pak Slamet Magelang,4.1
U048,HONMACHI JAPANESE FUSION MAGELANG,5.0
U048,Kuliner Kartika Sari,4.1
U049,Sego N'Deso,4.2
U049,Geblek Gathuk Magelang,4.8
U049,Cafetaria Cemara Dua,4.5
U049,"Bakso dan Nasi Goreng Pak Eko , Kuliner TVJ alun alun",4.7
U049,Menoreh Restaurant,4.7
U049,Sop Buntut Haji Wongso Magelang,4.0
U049,Kuliner magelang,2.8
U049,Rame Rame Cafeatery Magelang,5.0
U049,"Wajik Salaman Ny. In, Oleh-oleh Magelang, Makanan khas Magelang",4.4
U049,Bond Cafe,4.2
U049,BS Resto,4.7
U050,Pondok Bakaran,4.4
U050,RM Es Eny,4.2
U050,Ayam Goreng Ninit,4.4
U050,Warung Makan Mbok Ganjar,4.6
U050,Kupat Tahu Pak Pangat,4.5
U050,Kuliner Kartika Sari,4.3
U050,Warung Makan Opor Entok Johar Sari,4.5
U050,"Chinese Food ""Pak Sar""(Pawirokusuman)",4.6
U050,Caping Resto Borobudur,4.8
U050,Pasar Kebon Watu Gede,4.1
U050,Lombok Idjo Magelang,4.7
U050,Pusat Oleh - Oleh Lezat,4.6
